E(MeV)  pendfb7/In115:1
9.91952189e-07  306.813068
9.9322982e-07  308.325759
9.96147724e-07  311.782898
9.97421856e-07  313.333136
1.00036097e-06  316.911683
1.00164943e-06  318.52326
1.00459207e-06  322.206496
1.005877e-06  323.859285
1.00884103e-06  327.674314
1.00907456e-06  327.984768
1.01227212e-06  332.237934
1.01453124e-06  335.244761
1.01619276e-06  337.537856
1.01977062e-06  342.479025
1.01987985e-06  342.629976
1.02334849e-06  347.596991
1.02522846e-06  350.290849
1.02692635e-06  352.812973
1.03050422e-06  358.131227
1.03057707e-06  358.239587
1.03408208e-06  363.64651
1.03592568e-06  366.492452
1.03765995e-06  369.2707
1.04123781e-06  375.006266
1.04132459e-06  375.145481
1.04486616e-06  381.009132
1.04499095e-06  381.215894
1.04854498e-06  387.258486
1.0486573e-06  387.449596
1.0522238e-06  393.678031
1.05232365e-06  393.852539
1.05590262e-06  400.274007
1.05599e-06  400.430907
1.05958144e-06  407.052942
1.05965635e-06  407.191172
1.06326026e-06  414.021681
1.0633227e-06  414.140117
1.06693908e-06  421.187398
1.06698905e-06  421.284853
1.0706179e-06  428.584966
1.0716524e-06  430.667618
1.07376237e-06  435.060096
1.07589767e-06  439.508778
1.07767753e-06  443.338692
1.08014293e-06  448.647603
1.08028764e-06  448.969568
1.08289774e-06  454.780155
1.0843882e-06  458.100195
1.08550785e-06  460.678039
1.08811796e-06  466.691059
1.08863346e-06  467.87937
1.09072807e-06  472.867023
1.09263523e-06  477.411116
1.09333817e-06  479.136801
1.09615e-06  486.044719
1.09685295e-06  487.821172
1.09966477e-06  494.933008
1.10036772e-06  496.762415
1.10317955e-06  504.086354
1.1038825e-06  505.970845
1.10669432e-06  513.515377
1.10739727e-06  515.457194
1.11020909e-06  523.23132
1.11091204e-06  525.232817
1.11372387e-06  533.246004
1.11442682e-06  535.30966
1.11723864e-06  543.57178
1.11794159e-06  545.700204
1.12075341e-06  554.221739
1.12145636e-06  556.417679
1.12426818e-06  565.209638
1.12497114e-06  567.476021
1.12731432e-06  575.036455
1.12778295e-06  576.549499
1.1296575e-06  582.792
1.13129773e-06  588.25771
1.13200069e-06  590.67463
1.13434387e-06  598.736157
1.1348125e-06  600.349515
1.13668705e-06  607.010389
1.13832727e-06  612.842489
1.13903023e-06  615.423226
1.14137341e-06  624.031325
1.14184205e-06  625.754141
1.14371659e-06  632.871765
1.14535682e-06  639.103983
1.14605977e-06  641.863718
1.14840295e-06  651.069184
1.1488716e-06  652.911634
1.15074614e-06  660.529
1.15238637e-06  667.198935
1.15308932e-06  670.154742
1.1554325e-06  680.014444
1.15590114e-06  681.98784
1.15777568e-06  690.153099
1.15941591e-06  697.302942
1.16011886e-06  700.473947
1.16246204e-06  711.051721
1.16293068e-06  713.168887
1.16480522e-06  721.936166
1.16644545e-06  729.613342
1.1671484e-06  733.021071
1.16949159e-06  744.388822
1.16996023e-06  746.66415
1.17183477e-06  756.094459
1.173475e-06  764.352431
1.17417795e-06  768.021185
1.17652113e-06  780.259932
1.17698978e-06  782.709723
1.17886432e-06  792.872037
1.18050455e-06  801.771246
1.1812075e-06  805.728541
1.18355068e-06  818.93018
1.18401932e-06  821.572727
1.18589386e-06  832.545272
1.1875341e-06  842.154328
1.18823705e-06  846.431416
1.19058023e-06  860.700286
1.19104887e-06  863.556541
1.19292341e-06  875.428323
1.19456364e-06  885.82511
1.19526659e-06  890.457613
1.19760977e-06  905.912636
1.19807841e-06  909.006423
1.19995295e-06  921.879064
1.20159318e-06  933.152706
1.20229613e-06  938.147491
1.20393636e-06  949.812516
1.20463931e-06  954.948133
1.20627955e-06  966.942265
1.2069825e-06  972.22409
1.20862273e-06  984.559746
1.20932568e-06  989.993414
1.21096591e-06  1002.68384
1.21166886e-06  1008.27526
1.21330909e-06  1021.33427
1.21401204e-06  1027.08964
1.21565228e-06  1040.53181
1.21635523e-06  1046.45765
1.21799546e-06  1060.29804
1.21869841e-06  1066.40119
1.22033864e-06  1080.65586
1.22104159e-06  1086.94349
1.22268182e-06  1101.62923
1.22338477e-06  1108.10891
1.22502501e-06  1123.24349
1.22572796e-06  1129.92315
1.22736819e-06  1145.52494
1.22807114e-06  1152.41296
1.22971137e-06  1168.50161
1.23041432e-06  1175.60678
1.23205455e-06  1192.20288
1.2327575e-06  1199.53448
1.23439773e-06  1216.65971
1.23510068e-06  1224.22752
1.23674091e-06  1241.90473
1.23744386e-06  1249.71906
1.23908409e-06  1267.97237
1.23978704e-06  1276.04411
1.24142727e-06  1294.89897
1.24213022e-06  1303.23961
1.24377046e-06  1322.7202
1.24388761e-06  1324.15685
1.245645e-06  1345.72624
1.24611364e-06  1351.48308
1.24740239e-06  1367.83523
1.24845682e-06  1381.22582
1.24915977e-06  1390.45011
1.2508e-06  1411.99232
1.25091716e-06  1413.58291
1.25267454e-06  1437.46233
1.25314319e-06  1443.83613
1.25443194e-06  1461.96091
1.25548637e-06  1476.80366
1.25618932e-06  1487.04018
1.25782955e-06  1510.94722
1.25794671e-06  1512.71453
1.25970409e-06  1539.24793
1.26017273e-06  1546.33025
1.26146148e-06  1566.49477
1.26251592e-06  1583.00872
1.26321887e-06  1594.41192
1.2648591e-06  1621.04476
1.26497626e-06  1623.01609
1.26673364e-06  1652.61373
1.26720228e-06  1660.51429
1.26849103e-06  1683.03793
1.26954546e-06  1701.48454
1.27024841e-06  1714.23945
1.27188864e-06  1744.03061
1.2720058e-06  1746.23875
1.27376318e-06  1779.39325
1.27423182e-06  1788.24368
1.27552057e-06  1813.51075
1.276575e-06  1834.20516
1.27727795e-06  1848.53497
1.27891818e-06  1882.00615
1.27903534e-06  1884.47864
1.28067558e-06  1919.12958
1.28079272e-06  1921.6774
1.28243296e-06  1957.39063
1.28255012e-06  1960.01778
1.28419035e-06  1996.83703
1.2843075e-06  1999.54614
1.28594773e-06  2037.51785
1.28606489e-06  2040.31286
1.28770512e-06  2079.48567
1.28782227e-06  2082.36975
1.28946251e-06  2122.79512
1.28957966e-06  2125.77235
1.2912199e-06  2167.50402
1.29133705e-06  2170.57846
1.29297728e-06  2213.67301
1.29309444e-06  2216.84919
1.29473467e-06  2261.36683
1.29485182e-06  2264.64874
1.29649205e-06  2310.65269
1.29660921e-06  2314.05667
1.29836659e-06  2365.17599
1.29860092e-06  2371.99923
1.29953818e-06  2400.31088
1.30047546e-06  2428.65218
1.30129557e-06  2454.33375
1.30235001e-06  2487.39423
1.30305296e-06  2510.22881
1.30422455e-06  2548.33433
1.30481035e-06  2568.08258
1.3060991e-06  2611.57634
1.30612839e-06  2612.60137
1.30744643e-06  2658.7711
1.30797364e-06  2677.25695
1.30876447e-06  2706.02297
1.30984819e-06  2745.48146
1.3100825e-06  2754.3358
1.31140055e-06  2804.19253
1.31172273e-06  2816.39176
1.31271858e-06  2855.40447
1.3132458e-06  2876.08076
1.31418307e-06  2914.08155
1.31500318e-06  2947.37416
1.31594046e-06  2986.81898
1.31676057e-06  3021.37258
1.31711205e-06  3036.73118
1.31828364e-06  3087.97343
1.31851795e-06  3098.23134
1.31945523e-06  3140.80519
1.32027534e-06  3178.09239
1.32062682e-06  3194.68014
1.32179841e-06  3250.02473
1.32203272e-06  3261.10416
1.32297e-06  3307.12713
1.32379012e-06  3347.43672
1.3241416e-06  3365.38436
1.32531319e-06  3425.2678
1.3255475e-06  3437.25619
1.32648478e-06  3487.09842
1.32730489e-06  3530.7538
1.32765637e-06  3550.20847
1.32882796e-06  3615.12195
1.32906228e-06  3628.11826
1.32999955e-06  3682.19568
1.33081967e-06  3729.56297
1.33117114e-06  3750.68961
1.33234273e-06  3821.1858
1.33257705e-06  3835.30023
1.33351433e-06  3894.08251
1.33433444e-06  3945.57114
1.33468592e-06  3968.39931
1.33550603e-06  4021.72124
1.33585751e-06  4045.20852
1.33667762e-06  4100.07047
1.3370291e-06  4124.24072
1.33784921e-06  4180.6985
1.33820069e-06  4205.57652
1.3390208e-06  4263.68807
1.33937228e-06  4289.2996
1.34019239e-06  4349.12509
1.34054387e-06  4375.49685
1.34136398e-06  4437.09871
1.34171546e-06  4464.25843
1.34253558e-06  4527.70222
1.34288705e-06  4555.67783
1.34370717e-06  4621.02997
1.34405864e-06  4649.85203
1.34487876e-06  4717.18209
1.34523023e-06  4746.88145
1.34605035e-06  4816.26154
1.34640182e-06  4846.87013
1.34722194e-06  4918.37485
1.34757341e-06  4949.92569
1.34839353e-06  5023.63223
1.348745e-06  5056.15946
1.34956512e-06  5132.14758
1.34991659e-06  5165.68646
1.35073671e-06  5244.03852
1.35108818e-06  5278.62542
1.3519083e-06  5359.42644
1.35225978e-06  5395.09987
1.35307989e-06  5478.43642
1.35343137e-06  5515.234
1.35425148e-06  5601.19729
1.35460296e-06  5639.15873
1.35542307e-06  5727.84151
1.35577455e-06  5767.00761
1.35659466e-06  5858.5052
1.35694614e-06  5898.91782
1.35776625e-06  5993.32796
1.35811773e-06  6035.02996
1.35893784e-06  6132.45282
1.35928932e-06  6175.48806
1.36010943e-06  6276.02605
1.36046091e-06  6320.43931
1.36128103e-06  6424.19831
1.36163251e-06  6470.03522
1.36245262e-06  6577.11929
1.3628041e-06  6624.42628
1.36362421e-06  6734.94508
1.36397569e-06  6783.7693
1.3647958e-06  6897.83291
1.36514728e-06  6948.22207
1.3659674e-06  7065.94338
1.36631887e-06  7117.94424
1.36713899e-06  7239.43444
1.36749046e-06  7293.09701
1.36831058e-06  7418.46952
1.36866205e-06  7473.84259
1.36948217e-06  7603.21132
1.36983364e-06  7660.34375
1.37065376e-06  7793.82274
1.37100524e-06  7852.76495
1.37182535e-06  7990.46627
1.37217683e-06  8051.26507
1.37299694e-06  8193.30335
1.37334842e-06  8256.00665
1.37416853e-06  8402.49367
1.37452001e-06  8467.14864
1.37534012e-06  8618.1944
1.3756916e-06  8684.8472
1.37651171e-06  8840.55934
1.37686319e-06  8909.25487
1.3776833e-06  9069.73808
1.37803478e-06  9140.51968
1.37885489e-06  9305.87496
1.37920637e-06  9378.78413
1.38002649e-06  9549.11027
1.38037796e-06  9624.18419
1.38119808e-06  9799.57072
1.38154955e-06  9876.84823
1.38236967e-06  10057.3807
1.38272114e-06  10136.8957
1.38354126e-06  10322.6531
1.38389273e-06  10404.4363
1.38471285e-06  10595.4897
1.38506432e-06  10679.568
1.38588444e-06  10875.9803
1.38623591e-06  10962.3766
1.38705603e-06  11164.2008
1.3874075e-06  11252.9337
1.38822762e-06  11460.2126
1.38857909e-06  11551.2955
1.38939921e-06  11764.0601
1.38975069e-06  11857.504
1.3905708e-06  12075.7705
1.39092228e-06  12171.5751
1.39174239e-06  12395.351
1.39209387e-06  12493.5126
1.39291398e-06  12722.7885
1.39326546e-06  12823.2965
1.39408557e-06  13058.0472
1.39443705e-06  13160.8838
1.39525716e-06  13401.0674
1.39560864e-06  13506.7516
1.39678023e-06  13859.362
1.39701454e-06  13929.9476
1.39795182e-06  14220.9022
1.39877194e-06  14475.7154
1.39912342e-06  14588.0398
1.40029501e-06  14962.7713
1.40052932e-06  15037.7779
1.4014666e-06  15345.7694
1.40228671e-06  15615.5253
1.40322399e-06  15931.3259
1.4040441e-06  16207.9544
1.40498137e-06  16531.0694
