Spectrum t0 t0_Err L0 L0_Err L1 L1_Err E1 E1_Err theta theta_Err
3 -0.109633 0.115845 11.0336 0.000193065 0.62853 0.000146753 4932.71 0.122941 131.019 0.198697
4 -0.182561 0.0714822 11.0336 0.000193065 0.614006 0.000120897 4931.22 0.10128 132.571 0.123757
5 0.129837 0.0509193 11.0336 0.000193065 0.592782 0.00011709 4932.25 0.0980905 133.653 0.223143
6 -0.158219 0.183947 11.0336 0.000193065 0.599804 0.000140727 4937.93 0.117892 133.612 0.257998
7 0.252249 0.106289 11.0336 0.000193065 0.598005 0.000133376 4937.17 0.111734 132.953 0.178801
8 -0.00894233 0.0307545 11.0336 0.000193065 0.6301 0.000144742 4925.7 0.121256 131.348 0.0972798
9 -0.0314561 0.0192738 11.0336 0.000193065 0.592953 0.000123753 4941.99 0.103672 133.602 0.271186
10 -0.21004 0.0772454 11.0336 0.000193065 0.590394 0.00010479 4919.42 0.0877862 134.649 0.226356
11 -0.172947 0.121347 11.0336 0.000193065 0.586531 9.93548e-05 4920.06 0.0832333 135.033 0.260129
12 0.00726825 0.184944 11.0336 0.000193065 0.582065 0.000109961 4920.37 0.0921185 134.922 0.191261
13 -0.171486 0.0378493 11.0336 0.000193065 0.609764 0.000109252 4915.26 0.0915249 133.331 0.111717
14 -0.114808 0.0226849 11.0336 0.000193065 0.585928 0.000121064 4923.41 0.10142 134.863 0.18669
15 -0.0188659 0.0628409 11.0336 0.000193065 0.566186 0.000101363 4923.2 0.0849153 136.606 0.102319
16 -0.186601 0.0306685 11.0336 0.000193065 0.567309 0.000120916 4919.49 0.101296 136.873 0.224684
17 -0.0284992 0.0191916 11.0336 0.000193065 0.564074 8.88292e-05 4930.75 0.0744156 136.756 0.187673
18 -0.0409748 0.062549 11.0336 0.000193065 0.577383 9.85362e-05 4929.23 0.0825475 135.503 0.23006
19 -0.187318 0.063359 11.0336 0.000193065 0.567247 0.000106976 4930.77 0.0896177 136.636 0.223233
20 -0.122314 0.0293106 11.0336 0.000193065 0.55403 9.29487e-05 4931.29 0.0778667 138.3 0.146486
21 -0.100908 0.0917966 11.0336 0.000193065 0.547742 9.27204e-05 4928.68 0.0776754 139.092 0.0893646
22 -0.0521458 0.0894801 11.0336 0.000193065 0.555636 0.000100801 4929.19 0.0844448 138.163 0.266962
23 -0.154082 0.036887 11.0336 0.000193065 0.541103 9.83767e-05 4930.39 0.0824139 139.423 0.155789
24 0.0709979 0.036306 11.0336 0.000193065 0.527812 9.70567e-05 4930.63 0.0813081 140.962 0.202961
25 -0.0684934 0.0523658 11.0336 0.000193065 0.534751 8.81294e-05 4921.55 0.0738294 140.809 0.181017
26 0.0642571 0.0164564 11.0336 0.000193065 0.535934 9.11761e-05 4931.12 0.0763817 139.889 0.153293
27 -0.102721 0.0192834 11.0336 0.000193065 0.527793 9.74628e-05 4927.72 0.0816483 141.502 0.142571
28 -0.0915984 0.0480299 11.0336 0.000193065 0.516997 8.84032e-05 4925.28 0.0740587 142.76 0.267419
29 -0.109195 0.0440165 11.0336 0.000193065 0.518718 8.17333e-05 4927.7 0.0684711 143.085 0.047313
30 -0.0158122 0.0132203 11.0336 0.000193065 0.526018 8.28655e-05 4926.94 0.0694196 141.768 0.0740586
31 -0.200619 0.0292638 11.0336 0.000193065 0.510496 8.52311e-05 4924.95 0.0714013 144.405 0.0768763
32 -0.02034 0.00902801 11.0336 0.000193065 0.502668 8.49439e-05 4920.53 0.0711607 145.254 0.127429
33 -0.0389947 0.00362693 11.0336 0.000193065 0.503864 8.81325e-05 4927.07 0.0738319 144.713 0.267173
34 0.0326716 0.0220853 11.0336 0.000193065 0.488213 8.60406e-05 4929.37 0.0720795 146.916 0.0791216
35 -0.191889 0.0768739 11.0336 0.000193065 0.493968 7.96459e-05 4915.76 0.0667224 147.615 0.148655
36 -0.0336664 1.37488e-05 11.0336 0.000193065 0.489178 9.32892e-05 4930.58 0.0781519 146.851 0.191366
37 0.0329497 0.00603054 11.0336 0.000193065 0.476628 9.73224e-05 4930.7 0.0815307 148.93 0.245553
38 -0.0957589 0.0495124 11.0336 0.000193065 0.476378 7.39372e-05 4922.53 0.06194 150.244 0.131595
39 0.0913752 0.0455202 11.0336 0.000193065 0.479256 8.10522e-05 4929.42 0.0679005 149.337 0.0681627
40 -0.0171352 0.0122865 11.0336 0.000193065 0.460997 6.96096e-05 4926.79 0.0583146 152.604 0.115736
41 -0.0295366 0.0498054 11.0336 0.000193065 0.462726 7.10371e-05 4929.87 0.0595104 152.686 0.158235
42 -0.0294787 0.0191356 11.0336 0.000193065 0.448837 7.24264e-05 4925.25 0.0606744 145.147 14.7827
43 -0.179485 0.0228084 11.0336 0.000193065 0.455668 7.01586e-05 4922.88 0.0587745 142.757 17.8186
44 -0.115237 0.0330958 11.0336 0.000193065 0.429566 7.05867e-05 4930.92 0.0591331 161.685 0.395438
45 -0.0830695 0.0346559 11.0336 0.000193065 0.442489 7.6079e-05 4924.95 0.0637342 157.993 0.363334
46 0.00863372 0.00429529 11.0336 0.000193065 0.413163 9.07649e-05 4940.98 0.0760372 164.516 0.129102
47 -0.0972913 0.0989053 11.0336 0.000193065 0.624011 0.000152336 4934.49 0.127618 131.453 0.249101
48 -0.0305226 0.105781 11.0336 0.000193065 0.602153 0.000131727 4935.96 0.110353 132.969 0.279627
49 0.00560451 0.0483082 11.0336 0.000193065 0.598603 0.000123647 4922.76 0.103584 131.318 3.03641
50 -0.129423 0.0429619 11.0336 0.000193065 0.599028 0.000122969 4924 0.103015 133.297 0.250376
51 -0.0575315 0.121991 11.0336 0.000193065 0.604498 0.00012952 4935.75 0.108504 132.651 0.204261
52 -0.0612647 0.0185732 11.0336 0.000193065 0.630016 0.000158379 4924.6 0.13268 130.931 0.168774
53 -0.0796938 0.105939 11.0336 0.000193065 0.591621 0.000127503 4940.34 0.106814 133.987 0.167884
54 0.0112885 0.0371521 11.0336 0.000193065 0.576831 0.000114272 4937.23 0.0957301 135.241 0.0881492
55 -0.117219 0.0193326 11.0336 0.000193065 0.579566 0.000102522 4947.93 0.0858866 134.336 2.72367
56 -0.167384 0.0235209 11.0336 0.000193065 0.583896 0.000118405 4923.78 0.0991925 128.272 9.1849
57 -0.24687 0.0791041 11.0336 0.000193065 0.601277 0.000118063 4925.55 0.0989061 133.357 0.172359
58 -0.0879728 0.0345859 11.0336 0.000193065 0.577928 0.000115196 4934.3 0.0965044 135.347 0.240581
59 -0.110596 0.0281712 11.0336 0.000193065 0.565998 0.000103784 4936.26 0.086944 136.857 0.119345
60 -0.0372299 0.0595924 11.0336 0.000193065 0.56663 9.94021e-05 4918.05 0.0832729 137.17 0.148963
61 0.0638165 0.0529537 11.0336 0.000193065 0.56381 0.000106564 4929.8 0.0892729 136.418 0.183462
62 -0.127988 0.017168 11.0336 0.000193065 0.583318 0.000122706 4925.68 0.102796 119.357 22.6655
63 -0.171573 0.00196878 11.0336 0.000193065 0.560096 0.000107859 4933.66 0.0903575 137.097 0.291239
64 -0.0578224 0.0353186 11.0336 0.000193065 0.54154 0.000116383 4932.12 0.0974983 138.79 0.300354
65 -0.158936 0.0378213 11.0336 0.000193065 0.550644 0.000109937 4921.56 0.0920984 139.063 0.104199
66 -0.0950048 0.129425 11.0336 0.000193065 0.553131 9.68778e-05 4921.65 0.0811582 138.359 0.176384
67 -0.0923823 0.056939 11.0336 0.000193065 0.536492 9.66589e-05 4935.76 0.0809749 139.754 0.169276
68 -0.186277 0.0213545 11.0336 0.000193065 0.533937 9.37214e-05 4928.01 0.078514 125.251 22.4484
69 -0.125101 0.00553097 11.0336 0.000193065 0.532483 8.95983e-05 4928.98 0.0750599 140.992 0.125371
70 0.0509798 0.0358672 11.0336 0.000193065 0.534817 0.000253465 4932.3 0.212337 139.425 0.00257462
71 -0.130588 0.00088617 11.0336 0.000193065 0.5193 9.21911e-05 4935 0.077232 142.075 0.297073
72 -0.162474 0.0513534 11.0336 0.000193065 0.512876 9.19062e-05 4928.82 0.0769933 143.046 0.193664
