   1   1.3110E+02  -5.9340E-01   1.1055E+01   6.2130E-01   6.4808E+01
   2   1.3266E+02  -4.9560E-01   1.1055E+01   5.9930E-01   4.9774E+01
   3   1.3352E+02  -4.0010E-01   1.1055E+01   5.8610E-01   7.6499E+01
   4   1.3333E+02  -4.6680E-01   1.1055E+01   5.8830E-01   7.9482E+01
   5   1.3240E+02  -4.7550E-01   1.1055E+01   6.0050E-01   8.5087E+01
   6   1.3084E+02  -4.3290E-01   1.1055E+01   6.2010E-01   1.0641E+02
   7   1.3343E+02  -5.1350E-01   1.1055E+01   5.9050E-01   7.6420E+01
   8   1.3455E+02  -6.1170E-01   1.1055E+01   5.8230E-01   7.9026E+01
   9   1.3516E+02  -5.0120E-01   1.1055E+01   5.6890E-01   5.9372E+01
  10   1.3445E+02  -5.8250E-01   1.1055E+01   5.8120E-01   7.3538E+01
  11   1.3297E+02  -5.8800E-01   1.1055E+01   5.9910E-01   8.4451E+01
  12   1.3516E+02  -5.9730E-01   1.1055E+01   5.7820E-01   7.5198E+01
  13   1.3645E+02  -5.4520E-01   1.1055E+01   5.6090E-01   6.8827E+01
  14   1.3681E+02  -5.6770E-01   1.1055E+01   5.5830E-01   8.2009E+01
  15   1.3627E+02  -4.7630E-01   1.1055E+01   5.5910E-01   7.6283E+01
  16   1.3627E+02  -4.7630E-01   1.1055E+01   5.5910E-01   7.6283E+01
  17   1.3681E+02  -5.2660E-01   1.1055E+01   5.5860E-01   4.1519E+01
  18   1.3824E+02  -5.4640E-01   1.1055E+01   5.4470E-01   7.1684E+01
  19   1.3865E+02  -5.8970E-01   1.1055E+01   5.4190E-01   7.6392E+01
  20   1.3809E+02  -5.1500E-01   1.1055E+01   5.4390E-01   8.2785E+01
  21   1.3942E+02  -5.4850E-01   1.1055E+01   5.3490E-01   9.1941E+01
  22   1.4070E+02  -6.0360E-01   1.1055E+01   5.2650E-01   5.0068E+01
  23   1.4073E+02  -4.6100E-01   1.1055E+01   5.2220E-01   7.5019E+01
  24   1.3912E+02  -4.6820E-01   1.1055E+01   5.3340E-01   7.8093E+01
  25   1.4138E+02  -5.7280E-01   1.1055E+01   5.2150E-01   6.5318E+01
  26   1.4292E+02  -4.8590E-01   1.1055E+01   5.0550E-01   6.6424E+01
  27   1.4254E+02  -5.4500E-01   1.1055E+01   5.1030E-01   6.0817E+01
  28   1.4110E+02  -5.2560E-01   1.1055E+01   5.2120E-01   5.3870E+01
  29   1.4466E+02  -4.5460E-01   1.1055E+01   4.9320E-01   4.8208E+01
  30   1.4532E+02  -5.2580E-01   1.1055E+01   4.9180E-01   6.5861E+01
  31   1.4430E+02  -4.7270E-01   1.1055E+01   4.9580E-01   6.7979E+01
  32   1.4674E+02  -5.3290E-01   1.1055E+01   4.8320E-01   6.3170E+01
  33   1.4748E+02  -4.5830E-01   1.1055E+01   4.7610E-01   5.3942E+01
  34   1.4626E+02  -5.2080E-01   1.1055E+01   4.8670E-01   5.9893E+01
  35   1.4917E+02  -4.9060E-01   1.1055E+01   4.6830E-01   5.3708E+01
  36   1.5010E+02  -5.1990E-01   1.1055E+01   4.6390E-01   5.3056E+01
  37   1.4861E+02  -5.5250E-01   1.1055E+01   4.7590E-01   3.7431E+01
  38   1.5256E+02  -4.5650E-01   1.1055E+01   4.5100E-01   8.1549E+01
  39   1.5212E+02  -5.3430E-01   1.1055E+01   4.5720E-01   5.7283E+01
  40   1.5509E+02  -5.1620E-01   1.1055E+01   4.4390E-01   6.6447E+01
  41   1.5470E+02  -5.2980E-01   1.1055E+01   4.4550E-01   7.1039E+01
  42   1.5734E+02  -5.1070E-01   1.1055E+01   4.3690E-01   6.0538E+01
  43   1.6046E+02  -5.6340E-01   1.1055E+01   4.2930E-01   6.9783E+01
  44   1.6306E+02  -6.0440E-01   1.1055E+01   4.2400E-01   5.5947E+01
