           1  4.0000002E-03 -0.4155451       11.00000      0.6872416    
           2  5.2000000E-03 -0.5336173       11.00000      0.6708078    
           3   131.5757     -0.3362574       11.00000      0.6455116    
           4   132.3573     -0.5143186       11.00000      0.6592293    
           5   133.0914     -0.4169620       11.00000      0.6564388    
           6   132.7631     -0.3913130       11.00000      0.6748276    
           7   132.6786     -0.4922897       11.00000      0.6572390    
           8   132.2899     -0.2894837       11.00000      0.6277981    
           9   133.7769     -0.3634092       11.00000      0.6246481    
          10   134.8700     -0.1393959       11.00000      0.6205301    
          11   134.8304     -0.2881158       11.00000      0.6420965    
          12   134.8799     -0.2446456       11.00000      0.6280069    
          13   134.3232     -0.2148323       11.00000      0.6080589    
          14   135.3766     -0.2520391       11.00000      0.6047649    
          15   136.3318     -0.4244920       11.00000      0.6149225    
          16   136.5015     -0.3489384       11.00000      0.6263866    
          17   136.5089     -0.4402985       11.00000      0.6181488    
          18   135.8649     -0.5178445       11.00000      0.6056051    
          19   136.9083     -0.4554481       11.00000      0.5961876    
          20   138.0091     -0.4585967       11.00000      0.6045828    
          21   138.9296     -0.4108720       11.00000      0.5915241    
          22   138.8510     -0.3491653       11.00000      0.5785284    
          23   139.6088     -0.2602677       11.00000      0.5746136    
          24   140.4534     -0.3509304       11.00000      0.5871458    
          25   140.8813     -0.3650102       11.00000      0.5749655    
          26   140.2364     -0.3502231       11.00000      0.5613937    
          27   141.3920     -0.4944883       11.00000      0.5659485    
          28   142.3839     -0.3880568       11.00000      0.5722799    
          29   143.0227     -0.3520457       11.00000      0.5544653    
          30   142.4037     -0.2380411       11.00000      0.5413570    
          31   144.1206     -0.3989998       11.00000      0.5502672    
          32   145.4312     -0.3571507       11.00000      0.5374260    
          33   145.1707     -0.2589445       11.00000      0.5269823    
          34   146.3742     -0.4045452       11.00000      0.5398302    
          35   147.7602     -0.4024061       11.00000      0.5273857    
          36   147.4325     -0.3803065       11.00000      0.5174341    
          37   148.5763     -0.4816013       11.00000      0.5284853    
          38   150.4669     -0.3535905       11.00000      0.5071678    
          39   149.5214     -0.4472696       11.00000      0.5125542    
          40   152.7142     -0.2812324       11.00000      0.4931326    
          41   152.9803     -0.3985385       11.00000      0.4971418    
          42   155.8691     -0.4252783       11.00000      0.4807072    
          43   155.4616     -0.4027356       11.00000      0.4864702    
          44   160.8148     -0.4780962       11.00000      0.4762068    
          45   149.6966     -0.4308960       11.00000      0.6785870    
          46   153.7545     -0.4632514       11.00000      0.6584578    
          47   131.9518     -0.3186503       11.00000      0.6399336    
          48   132.9092     -0.2732385       11.00000      0.6417913    
          49   133.0263     -0.4249848       11.00000      0.6613016    
          50   132.6851     -0.3839514       11.00000      0.6734524    
          51   132.5135     -0.4947261       11.00000      0.6538897    
          52   131.8149     -0.4117443       11.00000      0.6354933    
          53   134.9826     -0.1430000       11.00000      0.5793000    
          54   134.8841     -0.3323436       11.00000      0.6264009    
          55   129.7413     -0.3315865       11.00000      0.6460114    
          56   134.5706     -0.4649176       11.00000      0.6329870    
          57   133.8003     -0.5555670       11.00000      0.6234531    
          58   135.5999     -0.2545252       11.00000      0.6023302    
          59   136.4555     -0.3662410       11.00000      0.6134777    
          60   136.5174     -0.3264476       11.00000      0.6280651    
          61   136.3071     -0.4236265       11.00000      0.6144495    
          62   135.8582     -0.3686104       11.00000      0.5941362    
          63   137.3771     -0.3975907       11.00000      0.5905132    
          64   138.4443     -0.3005967       11.00000      0.5931282    
          65   138.7356     -0.5081701       11.00000      0.5933228    
          66   138.6008     -0.5125195       11.00000      0.5815163    
          67   139.5747     -0.4644344       11.00000      0.5812206    
          68   140.4962     -0.4321540       11.00000      0.5874863    
          69   140.8000     -0.4634165       11.00000      0.5752201    
          70   139.8944     -0.4289950       11.00000      0.5615082    
          71   141.9350     -0.3961076       11.00000      0.5602942    
          72   142.5977     -0.3940761       11.00000      0.5713062    
          73   143.2844     -0.4037532       11.00000      0.5505342    
          74   142.2995     -0.3987139       11.00000      0.5416708    
          75   144.1710     -0.5344319       11.00000      0.5565443    
          76   145.4881     -0.4686322       11.00000      0.5377159    
          77   144.8779     -0.4711028       11.00000      0.5308514    
          78   147.0979     -0.4652108       11.00000      0.5351257    
          79   147.9185     -0.4765282       11.00000      0.5256186    
          80   147.2678     -0.4177344       11.00000      0.5162191    
          81   149.3738     -0.4212095       11.00000      0.5196571    
          82   150.2906     -0.5307448       11.00000      0.5122452    
          83   149.8174     -0.3597415       11.00000      0.5036335    
          84   152.9632     -0.4205846       11.00000      0.4961996    
          85   152.7113     -0.4640262       11.00000      0.4954052    
          86   155.6876     -0.4516290       11.00000      0.4862328    
          87   155.7293     -0.5154786       11.00000      0.4813557    
          88   158.3449     -0.5037132       11.00000      0.4734440    
          89   164.8439     -0.4315000       11.00000      0.4200000    
          90   168.2645     -0.4309000       11.00000      0.4159000    
