     1 138.2143  -5.0089  11.0550   0.7002
     2 139.4043  -4.9344  11.0550   0.7041
     3 140.2283  -4.9699  11.0550   0.7011
     4 140.2935  -5.0722  11.0550   0.7024
     5 142.2332  -5.4094  11.0550   0.7084
     6 141.6691  -5.4000  11.0550   0.7000
     7 143.1504  -5.3423  11.0550   0.6973
     8 144.2841  -5.3502  11.0550   0.6860
     9 144.7143  -5.3772  11.0550   0.6843
    10 144.2526  -5.3656  11.0550   0.6874
    11 142.8445  -5.3443  11.0550   0.6994
    12 144.5417  -5.4163  11.0550   0.6875
    13 145.7985  -5.3772  11.0550   0.6748
    14 146.8051  -5.3841  11.0550   0.6728
    15 145.9616  -5.3295  11.0550   0.6739
    16 144.6476  -5.2122  11.0550   0.6815
    17 146.2607  -5.4012  11.0550   0.6753
    18 147.6942  -5.3460  11.0550   0.6613
    19 148.6805  -4.9257  11.0550   0.6426
    20 147.4398  -5.3990  11.0550   0.6661
    21 148.7139  -5.3710  11.0550   0.6559
    22 150.2791  -5.2928  11.0550   0.6428
    23 149.8887  -5.3249  11.0550   0.6460
    24 148.7374  -5.3017  11.0550   0.6549
    25 150.5618  -5.3918  11.0550   0.6456
    26 151.9372  -5.3991  11.0550   0.6356
    27 152.5225  -5.1711  11.0550   0.6274
    28 150.2993  -5.3552  11.0550   0.6460
    29 150.2993  -5.3552  11.0550   0.6460
    30 153.3592  -5.3975  11.0550   0.6217
    31 152.7393  -5.3847  11.0550   0.6295
    32 154.5924  -5.5088  11.0550   0.6194
    33 155.9605  -5.4119  11.0550   0.6125
    34 154.6419  -5.3878  11.0550   0.6155
    35 157.1920  -5.4110  11.0550   0.6046
    36 157.6563  -5.4496  11.0550   0.6047
    37 157.1584  -5.4046  11.0550   0.6076
    38 160.1875  -5.3978  11.0550   0.5925
    39 159.6802  -5.3910  11.0550   0.5932
    40 161.8664  -5.4503  11.0550   0.5867
    41 161.3660  -5.4163  11.0550   0.5855
    42 163.9208  -5.4430  11.0550   0.5822
    43 165.6523  -5.4395  11.0550   0.5726
    44 167.2965  -5.4000  11.0550   0.5800
    45 138.2143  -5.0089  11.0550   0.8302
    46 139.4043  -4.9344  11.0550   0.8141
    47 140.2283  -4.9699  11.0550   0.8011
    48 140.2935  -5.0722  11.0550   0.7924
    49  70.4831  -4.9620  11.0550   0.7237
    50  69.1611  -4.9249  11.0550   0.7202
    51  67.1347  -4.9349  11.0550   0.7149
    52  65.0305  -4.9000  11.0550   0.7100
    53  63.0112  -4.8429  11.0550   0.7037
    54  60.7745  -5.0611  11.0550   0.7169
    55  59.0520  -4.9602  11.0550   0.7076
    56  57.0736  -5.0072  11.0550   0.7133
    57 103.8311  -4.9489  11.0550   0.7374
    58 101.9243  -4.9629  11.0550   0.7344
    59  99.9042  -5.0100  11.0550   0.7354
    60  98.1046  -4.9952  11.0550   0.7372
    61  96.1725  -4.8911  11.0550   0.7292
    62  94.3330  -4.9753  11.0550   0.7395
    63  92.2384  -5.0854  11.0550   0.7465
    64  35.7251  -5.0854  11.0550   0.7465
    65  35.5669  -4.9558  11.0550   0.7969
    66  37.3974  -4.8959  11.0550   0.7900
    67  39.2194  -5.0174  11.0550   0.7893
    68  41.0490  -5.0096  11.0550   0.7892
    69  42.7832  -5.0593  11.0550   0.7873
    70  44.6070  -4.9966  11.0550   0.7833
    71  46.4705  -4.9468  11.0550   0.7779
    72  48.3065  -4.8826  11.0550   0.7771
    73  51.9251  -4.9484  11.0550   0.7221
    74  49.8504  -5.0556  11.0550   0.7207
    75  47.9377  -5.0340  11.0550   0.7173
    76  45.8990  -5.1365  11.0550   0.7209
    77  43.9903  -4.9694  11.0550   0.7137
    78  41.9448  -5.1447  11.0550   0.7234
    79  39.9751  -5.0444  11.0550   0.7226
    80  37.9839  -4.9176  11.0550   0.7178
    81   0.0000  -4.4406  11.0550  -2.4605
    82   0.0000  -4.9176  11.0550   0.7178
    83 155.9605  -5.4119  11.0550   0.6125
    84 154.6419  -5.3878  11.0550   0.6155
    85 157.1920  -5.4110  11.0550   0.6046
