1   1   0.00000 -4.25080000 11.0550 -2.4594 
2   2   0.00000 0.000000000 11.0550 2.3800 
3	3	131.457	-0.0934574	11.0049	0.645517
4	4	132.996	-0.0266972	11.0049	0.628232
5	5	133.787	-0.0352965	11.0049	0.620911
6	6	133.862	-0.00535964	11.0049	0.619134
7	7	133.029	-0.0855118	11.0049	0.630837
8	8	131.728	0.0729922	11.0049	0.645828
9	9	133.835	-0.0141047	11.0049	0.616991
10	10	135.102	0.0768188	11.0049	0.605929
11	11	135.781	0.0408698	11.0049	0.597124
12	12	135.226	0.0168761	11.0049	0.606662
13	13	133.916	-0.0359973	11.0049	0.622119
14	14	135.217	0.0569431	11.0049	0.601905
15	15	136.814	0.0580276	11.0049	0.590484
16	16	137.5	0.00213241	11.0049	0.58358
17	17	136.965	-0.0295485	11.0049	0.591857
18	18	135.945	0.0616565	11.0049	0.600355
19	19	137.018	-0.120997	11.0049	0.586425
20	20	138.672	-0.0480269	11.0049	0.574292
21	21	139.406	-0.0171314	11.0049	0.566735
22	22	138.85	0.0817718	11.0049	0.571311
23	23	140.011	-0.0226784	11.0049	0.557903
24	24	141.085	0.00133781	11.0049	0.556047
25	25	141.214	-0.0583285	11.0049	0.556447
26	26	139.965	-0.00272881	11.0049	0.566256
27	27	141.904	-0.0112172	11.0049	0.544018
28	28	143.122	-0.135807	11.0049	0.544741
29	29	143.237	-0.150149	11.0049	0.543717
30	30	142.07	0.00955569	11.0049	0.548671
31	31	144.972	0.142149	11.0049	0.523301
32	32	145.857	0.0142646	11.0049	0.523202
33	33	145.207	0.0555441	11.0049	0.524496
34	34	147.306	0.0271431	11.0049	0.509063
35	35	148.073	-0.056123	11.0049	0.513333
36	36	147.292	-4.85706E-4	11.0049	0.513907
37	37	149.502	-0.00614271	11.0049	0.498712
38	38	150.815	-0.0266507	11.0049	0.495747
39	39	149.87	0.0643298	11.0049	0.498633
40	40	153.077	-0.00451292	11.0049	0.483211
41	41	153.113	-0.0190319	11.0049	0.486992
42	42	156.062	0.0660233	11.0049	0.469736
43	43	155.871	-0.059571	11.0049	0.47587
44	44	162.28	-0.0958013	11.0049	0.453071
45	45	158.951	-0.0158031	11.0049	0.462762
46	46	165.884	-0.120844	11.0049	0.44215
47	47	131.312	-0.977986	11.0049	0.6662
48	48	133.032	-0.234934	11.0049	0.633747
49	49	133.923	-0.089613	11.0049	0.620668
50	50	133.683	-0.258645	11.0049	0.626854
51	51	132.875	-0.250182	11.0049	0.635237
52	52	125.391	-10.233	11.0049	0.955653
53	53	133.866	-0.395466	11.0049	0.627736
54	54	135.161	-0.228386	11.0049	0.611967
55	55	133.04	-3.91	11.0049	0.718432
56	56	135.046	-0.111517	11.0049	0.607912
57	57	133.648	-0.238651	11.0049	0.62422
58	58	135.576	-0.325001	11.0049	0.6052
59	59	136.98	-0.206905	11.0049	0.592149
60	60	137.477	-0.0679267	11.0049	0.586791
61	61	136.789	-0.0657396	11.0049	0.593712
62	62	135.613	-0.107371	11.0049	0.606204
63	63	137.351	-0.24238	11.0049	0.586172
64	64	139.143	-0.148934	11.0049	0.569155
65	65	139.39	-0.180147	11.0049	0.570962
66	66	138.658	-0.134493	11.0049	0.577006
67	67	140.212	-0.141661	11.0049	0.560063
68	68	141.349	-0.2019	11.0049	0.556554
69	69	141.18	-0.186161	11.0049	0.558243
70	70	139.759	-0.180009	11.0049	0.569335
71	71	142.39	-0.153508	11.0049	0.540052
72	72	143.591	-0.161928	11.0049	0.536089
73	73	143.555	-0.181702	11.0049	0.539874
74	74	141.942	-0.224473	11.0049	0.551979
75	75	145.249	-0.145222	11.0049	0.524508
76	76	145.906	-0.174678	11.0049	0.524907
77	77	144.949	-0.219877	11.0049	0.531369
78	78	147.559	-0.139981	11.0049	0.512717
79	79	148.339	-0.199146	11.0049	0.511007
80	80	147.164	-0.227715	11.0049	0.517574
81	81	149.719	-0.417332	11.0049	0.505461
82	82	150.983	-0.263502	11.0049	0.496852
83	83	149.465	-0.326274	11.0049	0.508889
84	84	153.55	-0.183891	11.0049	0.481378
85	85	153.084	-0.338715	11.0049	0.489623
86	86	156.328	-0.27153	11.0049	0.474858
87	87	155.532	-0.464557	11.0049	0.483975
88	88	157.348	-1.18048	11.0049	0.494838
89	89	160.948	-1.16319	11.0049	0.480031
90	90	159.683	-3.35419	11.0049	0.540992
91	91	132.308	-0.114064	11.0049	0.639733
92	92	133.673	-0.126752	11.0049	0.625936
93	93	134.534	-0.0807786	11.0049	0.612593
94	94	134.285	-0.170417	11.0049	0.618545
95	95	133.257	-0.163195	11.0049	0.6293
96	96	131.619	-0.197365	11.0049	0.651327
97	97	134.743	-0.13234	11.0049	0.621577
98	98	135.91	-0.124424	11.0049	0.599307
99	99	136.275	-0.10506	11.0049	0.596069
100	100	135.448	-0.0725535	11.0049	0.609458
101	101	134.076	-0.186951	11.0049	0.619729
102	102	136.219	-0.0741435	11.0049	0.595488
103	103	137.579	-0.135052	11.0049	0.587802
104	104	138.03	-0.130134	11.0049	0.582642
105	105	137.296	-0.0753602	11.0049	0.58986
106	106	135.773	-0.402906	11.0049	0.60835
107	107	138.05	-0.103827	11.0049	0.580621
108	108	139.72	-0.0886674	11.0049	0.564781
109	109	140.08	-0.158236	11.0049	0.565177
110	110	139.218	-0.0114323	11.0049	0.570888
111	111	140.811	-0.12459	11.0049	0.558277
112	112	142.055	-0.103755	11.0049	0.5524
113	113	141.868	-0.140999	11.0049	0.551093
114	114	140.299	-0.184863	11.0049	0.564416
115	115	142.857	-0.155287	11.0049	0.543973
