Spectrum	t0	t0_Err	L0	L0_Err	L1	L1_Err	E1	E1_Err	theta	theta_Err
3	-0.0934574	0.0559156	11.0049	0.000636239	0.645666	9.72872e-05	4896.3	0.0815012	131.667	0.393242
4	-0.0266972	0.0660976	11.0049	0.000636239	0.628389	7.76114e-05	4896.25	0.065018	133.164	0.410873
5	-0.0352965	0.0375227	11.0049	0.000636239	0.621056	7.56615e-05	4896.58	0.0633845	133.997	0.398939
6	-0.00535964	0.00925765	11.0049	0.000636239	0.619298	8.75882e-05	4896.16	0.073376	134.1	0.432693
7	-0.0855118	0.0742484	11.0049	0.000636239	0.631011	8.47222e-05	4896.61	0.070975	133.317	0.3708
8	0.0729922	0.0516334	11.0049	0.000636239	0.646045	8.56627e-05	4896.47	0.0717629	131.962	0.433494
9	-0.0141047	0.00166777	11.0049	0.000636239	0.61713	7.53163e-05	4896.11	0.0630953	134.034	0.384616
10	0.0768188	0.0118884	11.0049	0.000636239	0.606087	6.63317e-05	4896.61	0.0555686	135.338	0.445342
11	0.0408698	0.0775385	11.0049	0.000636239	0.577466	6.52355e-05	4913.02	0.0546503	93.2621	25.0262
12	0.0168761	0.000176126	11.0049	0.000636239	0.606828	6.65807e-05	4896.85	0.0557772	135.474	0.45708
13	-0.0359973	0.0270808	11.0049	0.000636239	0.622276	7.0098e-05	4896.72	0.0587238	134.146	0.42705
14	0.0569431	0.01756	11.0049	0.000636239	0.602066	7.95395e-05	4896.57	0.0666332	135.457	0.432101
15	0.0580276	0.0231468	11.0049	0.000636239	0.59064	6.36163e-05	4896.67	0.0532938	137.052	0.441274
16	0.00213241	0.0708738	11.0049	0.000636239	0.583742	6.1579e-05	4896.6	0.051587	137.748	0.465556
17	-0.0295485	0.0662615	11.0049	0.000636239	0.592012	5.9029e-05	4896.58	0.0494509	137.2	0.448437
18	0.0616565	0.0522761	11.0049	0.000636239	0.6005	6.35282e-05	4896.41	0.05322	136.164	0.416163
19	-0.120997	0.0378509	11.0049	0.000636239	0.586581	6.66321e-05	4896.3	0.0558203	137.255	0.443082
20	-0.0480269	0.0350692	11.0049	0.000636239	0.574525	5.91024e-05	4896.24	0.0495123	138.943	0.497942
21	-0.0171314	0.0774807	11.0049	0.000636239	0.566905	6.03258e-05	4896.29	0.0505372	139.675	0.495844
22	0.0817718	0.0177244	11.0049	0.000636239	0.571487	6.2988e-05	4896.17	0.0527674	139.183	0.479748
23	-0.0226784	0.0246723	11.0049	0.000636239	0.558089	6.06534e-05	4896.17	0.0508116	140.275	0.475676
24	0.00133781	0.0820521	11.0049	0.000636239	0.556207	5.97071e-05	4896.6	0.0500189	141.351	0.48962
25	-0.0583285	0.00110281	11.0049	0.000636239	0.556616	5.42677e-05	4896.69	0.0454621	141.498	0.521973
26	-0.00272881	0.00512735	11.0049	0.000636239	0.566258	5.58081e-05	4896.79	0.0467526	140.254	0.540589
27	-0.0112172	0.00343019	11.0049	0.000636239	0.544185	6.14667e-05	4896.23	0.051493	142.185	0.510088
28	-0.135807	0.0153997	11.0049	0.000636239	0.544901	5.46831e-05	4896.68	0.0458101	143.413	0.538412
29	-0.150149	0.0142591	11.0049	0.000636239	0.543887	5.14996e-05	4896.48	0.0431432	143.531	0.542845
30	0.00955569	0.0585875	11.0049	0.000636239	0.548833	5.19381e-05	4896.52	0.0435105	142.337	0.518854
31	0.142149	0.0499447	11.0049	0.000636239	0.52347	5.57469e-05	4896.02	0.0467013	145.277	0.576375
32	0.0142646	0.0284965	11.0049	0.000636239	0.523374	5.16115e-05	4896.67	0.0432369	146.178	0.571488
33	0.0555441	0.00491129	11.0049	0.000636239	0.524666	5.39875e-05	4896.35	0.0452274	145.516	0.573139
34	0.0271431	0.00994585	11.0049	0.000636239	0.509243	5.36813e-05	4896.23	0.0449709	147.652	0.632958
35	-0.056123	0.00121628	11.0049	0.000636239	0.513523	4.89238e-05	4896.77	0.0409853	148.448	0.690647
36	-0.000485706	0.0309781	11.0049	0.000636239	0.514083	5.16567e-05	4896.4	0.0432748	147.644	0.648911
37	-0.00614271	0.0600291	11.0049	0.000636239	0.49887	6.01075e-05	4896.21	0.0503544	149.825	0.589084
38	-0.0266507	0.017594	11.0049	0.000636239	0.49592	4.66837e-05	4896.45	0.0391087	151.18	0.703984
39	0.0643298	0.046165	11.0049	0.000636239	0.498817	4.99981e-05	4896.17	0.0418853	150.252	0.710088
40	-0.00451292	0.0449944	11.0049	0.000636239	0.483391	4.37846e-05	4896.4	0.03668	153.487	0.78023
41	-0.0190319	0.000606973	11.0049	0.000636239	0.487145	4.42832e-05	4896.34	0.0370977	153.466	0.683927
42	0.0660233	0.044453	11.0049	0.000636239	0.469917	4.59726e-05	4896.34	0.038513	156.526	0.862644
43	-0.059571	0.0703523	11.0049	0.000636239	0.476048	4.42014e-05	4896.46	0.0370292	156.314	0.846672
44	-0.0958013	0.00533095	11.0049	0.000636239	0.453262	4.53141e-05	4896.14	0.0379614	162.944	1.20995
45	-0.0158031	0.0291869	11.0049	0.000636239	0.462945	4.72154e-05	4896.37	0.0395541	159.482	0.988247
46	-0.120844	0.00228337	11.0049	0.000636239	0.442399	5.93606e-05	4895.74	0.0497287	166.74	1.57909
47	-0.977986	0.230406	11.0049	0.000636239	0.666356	9.34086e-05	4896.84	0.0782519	131.531	0.399496
48	-0.234934	0.0678416	11.0049	0.000636239	0.633898	8.19024e-05	4896.51	0.0686128	133.251	0.410782
49	-0.089613	0.0257033	11.0049	0.000636239	0.620482	7.78032e-05	4896.91	0.0651787	134.146	0.40479
50	-0.258645	0.0269665	11.0049	0.000636239	0.62701	7.75993e-05	4896.74	0.0650078	133.915	0.419616
51	-0.250182	0.021056	11.0049	0.000636239	0.635393	7.79557e-05	4896.51	0.0653065	133.044	0.431913
52	-10.233	3.55356	11.0049	0.000636239	0.955797	9.63714e-05	4893.46	0.080734	125.591	0.366112
53	-0.395466	0.0584819	11.0049	0.000636239	0.627892	7.62944e-05	4896.43	0.0639147	134.086	0.41166
54	-0.228386	0.0839398	11.0049	0.000636239	0.612122	7.09869e-05	4896.51	0.0594684	135.379	0.430206
55	-3.91	3.55083	11.0049	0.000636239	0.718165	6.51224e-05	4899	0.0545555	133.293	0.427865
56	-0.111517	0.00562985	11.0049	0.000636239	0.608072	7.2721e-05	4896.7	0.0609212	135.283	0.429751
57	-0.238651	0.00778103	11.0049	0.000636239	0.624379	7.52439e-05	4896.61	0.0630346	133.883	0.447829
58	-0.325001	0.123871	11.0049	0.000636239	0.605359	7.28071e-05	4896.37	0.0609933	135.833	0.426512
59	-0.206905	0.0575747	11.0049	0.000636239	0.5923	6.49523e-05	4896.29	0.054413	137.226	0.439245
60	-0.0679267	0.0079254	11.0049	0.000636239	0.586958	6.31903e-05	4896.71	0.0529369	137.727	0.461369
61	-0.0657396	0.0172883	11.0049	0.000636239	0.593881	6.56983e-05	4896.61	0.055038	137.048	0.46837
62	-0.107371	0.101786	11.0049	0.000636239	0.606365	7.5801e-05	4896.41	0.0635013	135.831	0.415546
63	-0.24238	0.0106654	11.0049	0.000636239	0.586335	6.73522e-05	4896.33	0.0564235	137.602	0.469157
64	-0.148934	0.0103175	11.0049	0.000636239	0.569308	6.95797e-05	4896.36	0.0582895	139.394	0.464904
65	-0.180147	0.0163118	11.0049	0.000636239	0.571125	5.99868e-05	4896.58	0.0502532	139.653	0.485272
66	-0.134493	0.0480894	11.0049	0.000636239	0.577172	6.22267e-05	4896.69	0.0521297	138.923	0.483183
67	-0.141661	0.0126147	11.0049	0.000636239	0.560225	6.14146e-05	4896.16	0.0514493	140.463	0.49091
68	-0.2019	0.0539362	11.0049	0.000636239	0.556717	6.03944e-05	4896.37	0.0505947	141.618	0.504756
69	-0.186161	0.0111624	11.0049	0.000636239	0.558407	5.60204e-05	4896.48	0.0469305	141.444	0.500135
70	-0.180009	0.00941664	11.0049	0.000636239	0.569474	6.78006e-05	4896.71	0.0567991	139.984	0.413823
71	-0.153508	0.0272909	11.0049	0.000636239	0.540226	6.07877e-05	4895.97	0.0509241	142.686	0.543308
72	-0.161928	0.0117698	11.0049	0.000636239	0.536292	5.75029e-05	4896.32	0.0481724	143.945	0.52443
73	-0.181702	0.011663	11.0049	0.000636239	0.540044	6.80524e-05	4896.48	0.0570101	143.907	0.464009
74	-0.224473	0.0701416	11.0049	0.000636239	0.552124	5.72601e-05	4896.58	0.047969	142.185	0.445079
75	-0.145222	0.0514489	11.0049	0.000636239	0.524689	5.40577e-05	4896.31	0.0452862	145.575	0.595256
76	-0.174678	0.0104858	11.0049	0.000636239	0.525081	5.28989e-05	4896.64	0.0443154	146.23	0.592023
77	-0.219877	0.0388995	11.0049	0.000636239	0.531565	5.50342e-05	4896.36	0.0461042	145.336	0.503662
78	-0.139981	0.00475751	11.0049	0.000636239	0.51291	5.21144e-05	4896.23	0.0436582	147.935	0.709679
79	-0.199146	0.0388765	11.0049	0.000636239	0.511205	5.11121e-05	4896.46	0.0428186	148.734	0.725954
80	-0.227715	0.0409766	11.0049	0.000636239	0.517744	5.25221e-05	4896.63	0.0439997	147.49	0.622565
81	-0.417332	0.109321	11.0049	0.000636239	0.499787	4.99894e-05	4901.45	0.041878	139.593	3.70595e-10
82	-0.263502	0.0166997	11.0049	0.000636239	0.495135	4.81183e-05	4898.09	0.0403106	151.447	0.727863
83	-0.326274	0.0568459	11.0049	0.000636239	0.509062	4.99596e-05	4896.87	0.041853	149.812	0.680225
84	-0.183891	0.00396775	11.0049	0.000636239	0.481561	4.47134e-05	4896.02	0.0374581	153.98	0.791717
85	-0.338715	0.0967078	11.0049	0.000636239	0.489806	4.84043e-05	4896.71	0.0405501	153.505	0.772467
86	-0.27153	0.0614076	11.0049	0.000636239	0.475035	4.45792e-05	4896.32	0.0373457	157.062	0.846392
87	-0.464557	0.0957099	11.0049	0.000636239	0.484161	4.53345e-05	4896.81	0.0379785	155.995	0.869597
88	-1.18048	0.346446	11.0049	0.000636239	0.495025	4.27969e-05	4897.57	0.0358526	158.018	0.828416
89	-1.16319	0.353016	11.0049	0.000636239	0.480219	4.36115e-05	4897.2	0.036535	161.556	1.108
90	-3.35419	1.08631	11.0049	0.000636239	0.541197	4.38403e-05	4899.28	0.0367267	160.305	1.15546
91	-0.114064	0.0194693	11.0049	0.000636239	0.6399	8.1542e-05	4896.08	0.0683109	132.546	0.433287
92	-0.126752	0.0734127	11.0049	0.000636239	0.626079	7.42665e-05	4896.54	0.0622159	133.88	0.391095
93	-0.0807786	0.088599	11.0049	0.000636239	0.612753	7.61845e-05	4896.28	0.0638226	134.767	0.425799
94	-0.170417	0.0351716	11.0049	0.000636239	0.618707	7.54845e-05	4896.58	0.0632362	134.521	0.443618
95	-0.163195	0.00967973	11.0049	0.000636239	0.62946	8.47355e-05	4896.36	0.0709861	133.488	0.423554
96	-0.197365	0.0787411	11.0049	0.000636239	0.651483	8.66776e-05	4896.32	0.0726131	131.836	0.402868
97	-0.13234	0.0210861	11.0049	0.000636239	0.621729	0.000298532	4896.38	0.250091	134.967	0.417878
98	-0.124424	0.0446929	11.0049	0.000636239	0.599474	6.41498e-05	4896.43	0.0537407	136.156	0.464845
99	-0.10506	0.0859249	11.0049	0.000636239	0.596238	6.11695e-05	4896.37	0.051244	136.533	0.470764
100	-0.0725535	0.0460445	11.0049	0.000636239	0.609623	7.38306e-05	4896.52	0.0618507	135.691	0.457526
101	-0.186951	0.0110783	11.0049	0.000636239	0.619888	7.16663e-05	4896.33	0.0600376	134.307	0.425283
102	-0.0741435	0.0765188	11.0049	0.000636239	0.595653	7.78178e-05	4896.23	0.065191	136.464	0.456009
103	-0.135052	0.0532604	11.0049	0.000636239	0.586113	6.27954e-05	4897.9	0.0526061	137.895	0.509056
104	-0.130134	0.0121274	11.0049	0.000636239	0.582816	5.99516e-05	4896.38	0.0502237	138.29	0.484774
105	-0.0753602	0.033976	11.0049	0.000636239	0.590028	6.57381e-05	4896.67	0.0550713	137.544	0.478478
106	-0.402906	7.13086e-05	11.0049	0.000636239	0.608505	7.02267e-05	4897.77	0.0588316	136.008	0.432595
107	-0.103827	0.0301788	11.0049	0.000636239	0.580812	6.87591e-05	4896.11	0.0576021	138.35	0.541302
108	-0.0886674	0.00933888	11.0049	0.000636239	0.564982	7.93035e-05	4896.32	0.0664355	140.081	0.453806
109	-0.158236	0.0255742	11.0049	0.000636239	0.565329	6.51451e-05	4896.37	0.0545745	140.342	0.438204
110	-0.0114323	0.0362617	11.0049	0.000636239	0.571063	5.87489e-05	4896.31	0.0492162	139.49	0.496154
111	-0.12459	0.00360626	11.0049	0.000636239	0.558448	5.85139e-05	4896.04	0.0490194	141.093	0.539789
112	-0.103755	0.0366523	11.0049	0.000636239	0.552557	6.17768e-05	4896.53	0.0517528	142.316	0.515477
113	-0.140999	0.0678527	11.0049	0.000636239	0.55126	5.91207e-05	4896.38	0.0495277	142.148	0.512004
114	-0.184863	0.0361927	11.0049	0.000636239	0.544342	5.54893e-05	4913.45	0.0464855	113.773	2.04487e-10
115	-0.155287	0.0508361	11.0049	0.000636239	0.544122	6.6491e-05	4896.24	0.055702	143.178	0.436227
116	-0.0776734	0.0564236	11.0049	0.000636239	0.535785	6.08561e-05	4896.47	0.0509814	144.446	0.546237
117	-0.109723	0.0549868	11.0049	0.000636239	0.533696	7.18576e-05	4896.09	0.0601978	144.477	0.579885
118	-0.100841	0.0514397	11.0049	0.000636239	0.546401	5.6275e-05	4896.28	0.0471437	142.611	0.527864
119	0.128805	0.373068	11.0049	0.000636239	0.519588	5.45304e-05	4889.24	0.0456822	146.344	0.604545
120	-0.0795426	0.0122504	11.0049	0.000636239	0.524252	5.45767e-05	4896.54	0.045721	146.947	0.535482
121	-0.0385442	0.0732046	11.0049	0.000636239	0.526252	5.74012e-05	4896.32	0.0480872	145.788	0.575212
122	-0.131373	0.00731658	11.0049	0.000636239	0.512968	5.32642e-05	4896.21	0.0446214	148.491	0.642055
123	-0.093849	0.025202	11.0049	0.000636239	0.50747	5.18417e-05	4896.29	0.0434297	149.384	0.663321
124	-0.109319	0.0533704	11.0049	0.000636239	0.513749	5.16006e-05	4896.38	0.0432278	148.095	0.615634
125	-0.165425	0.0183467	11.0049	0.000636239	0.498556	5.12446e-05	4896.02	0.0429296	151.034	0.725617
126	-0.107096	0.0284427	11.0049	0.000636239	0.498098	5.25512e-05	4896.53	0.0440241	151.837	0.740128
