3	0.653945	0.653945	0.653878	0.653923	0.000032	0.66437
4	0.639327	0.639326	0.639265	0.639306	0.000029	0.6484
5	0.629797	0.629797	0.629748	0.629781	0.000023	0.64207
6	0.626736	0.626736	0.626682	0.626718	0.000025	0.64566
7	0.63661	0.63661	0.636573	0.636598	0.000017	0.65902
8	0.654904	0.654904	0.654877	0.654895	0.000013	0.68157
9	0.621682	0.621682	0.621612	0.621659	0.000033	0.63788
10	0.608334	0.608334	0.608283	0.608317	0.000024	0.62636
11	0.605374	0.605374	0.605328	0.605359	0.000022	0.62494
12	0.607612	0.607612	0.607584	0.607603	0.000013	0.6337
13	0.629169	0.629169	0.629144	0.629161	0.000012	0.65223
14	0.600634	0.600634	0.600598	0.600622	0.000017	0.63081
15	0.596637	0.596637	0.596597	0.596624	0.000019	0.61396
16	0.591582	0.591582	0.591537	0.591567	0.000021	0.60727
17	0.59741	0.59741	0.597356	0.597392	0.000025	0.61107
18	0.610273	0.610273	0.610224	0.610257	0.000023	0.62517
19	0.590671	0.590671	0.5906	0.590647	0.000033	0.60508
20	0.576577	0.576577	0.576506	0.576553	0.000033	0.59292
21	0.569253	0.569253	0.569197	0.569234	0.000026	0.59142
22	0.573533	0.573533	0.573484	0.573517	0.000023	0.60067
23	0.564883	0.564883	0.564813	0.564860	0.000033	0.58213
24	0.558847	0.558847	0.558791	0.558828	0.000026	0.57507
25	0.559033	0.559033	0.558995	0.559020	0.000018	0.57908
26	0.569472	0.569472	0.569446	0.569463	0.000012	0.59394
27	0.549303	0.549303	0.549263	0.549290	0.000019	0.57512
28	0.549219	0.549219	0.549173	0.549204	0.000022	0.56231
29	0.547304	0.547304	0.547244	0.547284	0.000028	0.56073
30	0.553265	0.553265	0.553214	0.553248	0.000024	0.57048
31	0.526696	0.526696	0.526714	0.526702	0.000008	0.55337
32	0.52868	0.52868	0.528641	0.528667	0.000018	0.54594
33	0.52796	0.52796	0.527907	0.527942	0.000025	0.55016
34	0.513484	0.513484	0.513424	0.513464	0.000028	0.53501
35	0.516307	0.516307	0.516271	0.516295	0.000017	0.53335
36	0.517681	0.517681	0.517654	0.517672	0.000013	0.54359
37	0.501717	0.501717	0.501678	0.501704	0.000018	0.52818
38	0.501462	0.501462	0.501422	0.501449	0.000019	0.52038
39	0.502047	0.502047	0.501992	0.502029	0.000026	0.52481
40	0.487954	0.487954	0.487921	0.487943	0.000016	0.51155
41	0.488266	0.488266	0.488216	0.488249	0.000024	0.50982
42	0.476403	0.476403	0.476369	0.476392	0.000016	0.49896
43	0.479717	0.479717	0.479704	0.479713	0.000006	0.50357
44	0.457765	0.457765	0.457791	0.457774	0.000012	0.49069
45	0.466505	0.466505	0.466425	0.466478	0.000038	0.48221
46	0.446306	0.446306	0.446276	0.446296	0.000014	0.4765
47	0.656513	0.656513	0.656455	0.656494	0.000027	0.66075
48	0.635744	0.635744	0.635682	0.635723	0.000029	0.64381
49	0.621844	0.621844	0.621791	0.621826	0.000025	0.63654
50	0.624023	0.624023	0.623973	0.624006	0.000024	0.63928
51	0.63947	0.63947	0.639422	0.639454	0.000023	0.6519
52	0.641738	0.641738	0.641701	0.641726	0.000017	0.67385
53	0.61689	0.616889	0.616816	0.616865	0.000035	0.634
54	0.614667	0.614667	0.614602	0.614645	0.000031	0.62149
55	-0.510277	-0.510381	-0.429128	-0.483262	0.038279	0.61915
56	0.612169	0.612169	0.612123	0.612154	0.000022	0.62709
57	0.625306	0.625306	0.625265	0.625292	0.000019	0.64493
58	0.609154	0.609154	0.609107	0.609138	0.000022	0.62768
59	0.597947	0.597947	0.597886	0.597927	0.000029	0.60982
60	0.590908	0.590908	0.590856	0.590891	0.000025	0.60214
61	0.593651	0.593651	0.59365	0.593651	0.000000	0.60503
62	0.611047	0.611047	0.61098	0.611025	0.000032	0.61835
63	0.586105	0.586105	0.586031	0.586080	0.000035	0.6017
64	0.572925	0.572925	0.57286	0.572903	0.000031	0.58851
65	0.569605	0.569605	0.569545	0.569585	0.000028	0.58604
66	0.580674	0.580674	0.580628	0.580659	0.000022	0.59442
67	0.558997	0.558997	0.558919	0.558971	0.000037	0.5785
68	0.557287	0.557287	0.557214	0.557263	0.000034	0.57041
69	0.556464	0.556464	0.556338	0.556422	0.000059	0.57346
70	0.573822	0.573822	0.573781	0.573808	0.000019	0.5875
71	0.547473	0.547473	0.547342	0.547429	0.000062	0.57231
72	0.541387	0.541387	0.541331	0.541368	0.000026	0.55843
73	0.542174	0.542174	0.54211	0.542153	0.000030	0.55582
74	0.548831	0.548831	0.548762	0.548808	0.000033	0.56465
75	0.523867	0.523867	0.52382	0.523851	0.000022	0.55034
76	0.524623	0.524623	0.526447	0.525231	0.000860	0.54182
