77	0.533187	0.533187	0.533105	0.533160	0.000039	0.54503
78	0.510926	0.510926	0.510852	0.510901	0.000035	0.53174
79	0.512157	0.512157	0.512101	0.512138	0.000026	0.529
80	0.519319	0.519319	0.519282	0.519307	0.000017	0.53827
81	0.499735	0.499735	0.499699	0.499723	0.000017	0.52581
82	0.494383	0.494383	0.494336	0.494367	0.000022	0.51689
83	0.50423	0.50423	0.504238	0.504233	0.000004	0.52026
84	0.485885	0.485885	0.48592	0.485897	0.000016	0.50898
85	0.487765	0.487765	0.487715	0.487748	0.000024	0.50612
86	0.476251	0.476251	0.476199	0.476234	0.000025	0.49618
87	0.476542	0.476542	0.476513	0.476532	0.000014	0.49969
88	0.468044	0.468044	0.468082	0.468057	0.000018	0.48772
89	0.45371	0.453709	0.45367	0.453696	0.000019	0.48022
90	0.446407	0.446407	0.446376	0.446397	0.000015	0.47435
91	0.645089	0.645089	0.645026	0.645068	0.000030	0.66362
92	0.629092	0.629092	0.629038	0.629074	0.000025	0.6459
93	0.619941	0.619941	0.619885	0.619922	0.000026	0.6378
94	0.626026	0.626026	0.625979	0.626010	0.000022	0.63967
95	0.632967	0.632967	0.632917	0.632950	0.000024	0.65144
96	0.652162	0.652162	0.652116	0.652147	0.000022	0.67259
97	0.618098	0.618098	0.618038	0.618078	0.000028	0.6365
98	0.609463	0.609462	0.609405	0.609443	0.000027	0.62316
99	0.604241	0.604241	0.604188	0.604223	0.000025	0.61994
100	0.611259	0.611259	0.611207	0.611242	0.000025	0.62699
101	0.627587	0.627587	0.627541	0.627572	0.000022	0.64398
102	0.603455	0.603455	0.603416	0.603442	0.000018	0.63057
103	0.592953	0.592953	0.592902	0.592936	0.000024	0.6119
104	0.58901	0.58901	0.588953	0.588991	0.000027	0.60334
105	0.595245	0.595245	0.595123	0.595204	0.000058	0.60532
106	0.600345	0.600345	0.600323	0.600338	0.000010	0.61774
107	0.58229	0.58229	0.582222	0.582267	0.000032	0.6042
108	0.567997	0.567997	0.567937	0.567977	0.000028	0.59013
109	0.570596	0.570596	0.570539	0.570577	0.000027	0.58673
110	0.576502	0.576502	0.57645	0.576485	0.000025	0.59418
111	0.563731	0.563731	0.563656	0.563706	0.000035	0.58056
112	0.556768	0.556768	0.556714	0.556750	0.000025	0.57153
113	0.556979	0.556979	0.556928	0.556962	0.000024	0.57363
114	0.567757	0.567756	0.567715	0.567743	0.000020	0.58672
115	0.548389	0.548389	0.548354	0.548377	0.000016	0.57481
116	0.539342	0.539342	0.539298	0.539327	0.000021	0.56
117	0.539028	0.539028	0.538959	0.539005	0.000033	0.55641
118	0.54887	0.54887	0.548794	0.548845	0.000036	0.56426
119	0.522864	0.522864	0.522591	0.522773	0.000129	0.55236
120	0.523511	0.523511	0.52346	0.523494	0.000024	0.54286
121	0.532723	0.532723	0.532654	0.532700	0.000033	0.54506
122	0.517752	0.517752	0.517686	0.517730	0.000031	0.53324
123	0.512866	0.512866	0.512812	0.512848	0.000025	0.52948
124	0.517026	0.517026	0.516986	0.517013	0.000019	0.53772
125	0.506539	0.506539	0.506493	0.506524	0.000022	0.52778
126	0.49831	0.49831	0.498263	0.498294	0.000022	0.51783
127	0.506833	0.506833	0.509555	0.507740	0.001283	0.52014
128	0.483514	0.483514	0.483483	0.483504	0.000015	0.5104
129	0.487056	0.487056	0.486991	0.487034	0.000031	0.50646
130	0.474408	0.474408	0.474357	0.474391	0.000024	0.497
131	0.474455	0.474455	0.47442	0.474443	0.000016	0.49941
132	0.466906	0.466906	0.46685	0.466887	0.000026	0.48792
133	0.457998	0.457998	0.457967	0.457988	0.000015	0.48092
134	0.445776	0.445776	0.445749	0.445767	0.000013	0.47439
135	0.535436	0.535437	0.535457	0.535443	0.000010	0.55784
136	0.520026	0.52003	0.520038	0.520031	0.000005	0.54408
137	0.522152	0.522229	0.522164	0.522182	0.000034	0.54102
138	0.528332	0.5284	0.528345	0.528359	0.000029	0.54882
139	0.532465	0.532457	0.532478	0.532467	0.000009	0.54466
140	0.522533	0.522528	0.522551	0.522537	0.000010	0.53492
141	0.521332	0.521329	0.521347	0.521336	0.000008	0.53613
142	0.524949	0.524945	0.524962	0.524952	0.000007	0.54822
143	0.741025	0.741026	0.741026	0.741026	0.000000	0.75937
144	0.737408	0.737405	0.737404	0.737406	0.000002	0.74992
145	0.738799	0.738799	0.738799	0.738799	0.000000	0.74851
146	0.737664	0.737664	0.737664	0.737664	0.000000	0.7552
147	0.740527	0.740528	0.74053	0.740528	0.000001	0.7516
148	0.734287	0.734288	0.734283	0.734286	0.000002	0.74554
149	0.73486	0.734861	0.734861	0.734861	0.000000	0.74761
150	0.742755	0.742766	0.742755	0.742759	0.000005	0.75774
151	0.537472	0.533458	0.533471	0.534800	0.001889	0.55899
152	0.522764	0.522782	0.522793	0.522780	0.000012	0.54557
153	0.516657	0.515482	0.515496	0.515878	0.000551	0.54283
154	0.525389	0.525386	0.525396	0.525390	0.000004	0.55091
155	0.534184	0.534201	0.534224	0.534203	0.000016	0.5472
156	0.519212	0.519231	0.519244	0.519229	0.000013	0.53793
157	0.518271	0.518278	0.518286	0.518278	0.000006	0.53957
158	0.525543	0.525535	0.525549	0.525542	0.000006	0.55202
159	0.736924	0.736926	0.736926	0.736925	0.000001	0.7562
160	0.740851	0.734221	0.734223	0.736432	0.003125	0.74779
161	0.729249	0.729249	0.729248	0.729249	0.000000	0.74746
162	0.734378	0.734377	0.734376	0.734377	0.000001	0.75523
163	0.740148	0.740147	0.740146	0.740147	0.000001	0.75322
164	0.729679	0.729679	0.729679	0.729679	0.000000	0.74529
165	0.724373	0.724368	0.724367	0.724369	0.000003	0.74547
166	0.732738	0.732738	0.732737	0.732738	0.000000	0.75377
167	0.733684	0.73362	0.733615	0.733640	0.000031	0.75541
168	0.724627	0.72348	0.723478	0.723862	0.000541	0.74679
169	0.725864	0.725861	0.725861	0.725862	0.000001	0.74626
170	0.732014	0.730703	0.730703	0.731140	0.000618	0.75384
171	0.734603	0.734603	0.734602	0.734603	0.000000	0.74985
172	0.727287	0.727288	0.727287	0.727287	0.000000	0.74183
173	0.747262	0.711842	0.747253	0.735452	0.016695	0.74197
174	0.729355	0.729354	0.729353	0.729354	0.000001	0.75025
175	0.524647	0.524664	0.524682	0.524664	0.000014	0.55178
176	0.511665	0.511689	0.511701	0.511685	0.000015	0.53944
177	0.511104	0.511123	0.51113	0.511119	0.000011	0.53791
178	0.519585	0.519602	0.519607	0.519598	0.000009	0.54729
179	0.535924	0.535944	0.535966	0.535945	0.000017	0.54519
180	0.517764	0.517777	0.5178	0.517780	0.000015	0.53388
181	0.50261	0.502647	0.50266	0.502639	0.000021	0.53351
182	0.524727	0.524729	0.524738	0.524731	0.000005	0.54409
183	0.738703	0.738709	0.73871	0.738707	0.000003	0.75893
184	0.737609	0.737612	0.737613	0.737611	0.000002	0.74979
185	0.724359	0.724361	0.724362	0.724361	0.000001	0.7487
186	0.734244	0.734247	0.734247	0.734246	0.000001	0.75571
187	0.750702	0.750699	0.750701	0.750701	0.000001	0.75122
188	0.720879	0.720884	0.720886	0.720883	0.000003	0.74355
189	0.731858	0.731861	0.731862	0.731860	0.000002	0.74401
190	0.740445	0.740445	0.740442	0.740444	0.000001	0.75259
191	0.533645	0.53369	0.53371	0.533682	0.000027	0.55309
192	0.523004	0.523053	0.523068	0.523042	0.000027	0.54127
193	0.516067	0.516119	0.516126	0.516104	0.000026	0.54025
194	0.525491	0.525534	0.525546	0.525524	0.000024	0.55008
195	0.54167	0.541725	0.541728	0.541708	0.000027	0.55251
196	0.525341	0.525388	0.525404	0.525378	0.000027	0.54156
197	0.519947	0.519988	0.520018	0.519984	0.000029	0.54142
198	0.530568	0.530615	0.530628	0.530604	0.000026	0.5521
